text,sentiment,category,keyword
국민 주머니에 손 넣기 아닌가?,중립,기타,에러: APIStatusError
비결은 무슨  우연한 기회일뿐,중립,기타,에러: APIStatusError
"국민 연금은 정치인들의 쌈지돈
죽은뒤에 연금 해택? 줘유?",중립,기타,에러: APIStatusError
개시키들~~~~~~~~~허울뿐인 주식...다팔아서 그냥 현금으로 보관해라~!수백조 날린건 말을 일도 안하네....수십년동안 날린거~!처음부터 투자 안하구 이번에 국내 투자만 했으면 .내말이 말같지 않지만.국민연금 누가 믿노?그냥 해지해주라~!,중립,기타,에러: APIStatusError
영 끌 들의 피눈물 돈,중립,기타,에러: APIStatusError
결과적으로 박근혜 정권의 공이다.. 의도했던 의도 하지 않았던.... 국내 초 저금리를 유지 시켜서... 수익을 내기 위해서 국민연금이 해외투자 특히 미국 투자를 본격적으로 하기 시작함. 그 결과가 ..나타나고 있다. 그때 환율이 1000원대 였다 지금 1500원.... 24년에도 160조 수익을 거뒀다.,중립,기타,에러: APIStatusError
팔아서 현금을 만들어 야지번거지 주식떨어지면 번건가,중립,기타,에러: APIStatusError
재수로,중립,기타,에러: APIStatusError
감사합니다,중립,기타,에러: APIStatusError
"주가 조작으로.....
벌었냐?",중립,기타,에러: APIStatusError
국민들 농락하고 사기치냐 국민들이 바보인줄 아냐,중립,기타,에러: APIStatusError
"국민연금 투자가 너무많이 주식에 치우치고 있는것 같습니다. 
안정적인 미국국채나 국채 이자가 높은나라 국채나 에너지를 생산하는 나라 국채 또는 원자제를 생산하는 나라의 국채를 구입하는 방법을 사용해보면 국채 때문에 문제가 생겨도 에너지나 원자제로 받을수 있기때문에 우리나라에 도움이 되지 않을까 합니다. 
제가 이글을 남기는 이유는 주식가격이 폭락할 경우 그 피해가 어마어마 하기 때문이라고 보기 때문입니다.",중립,기타,에러: APIStatusError
그런데 겨우 5%대 국내비중 상승인가?,중립,기타,에러: APIStatusError
기초지수 투자하는 일반인보다 수익률 낮으면서  뭐 개소리냐. 그게 니들이 운용 잘한거냐?,중립,기타,에러: APIStatusError
"사기방송
국민연금은외인들만돈벌어주는
현금인출기",중립,기타,에러: APIStatusError
"호주머니에 돈이 들어와야  내돈이지 231조 벌었다
   개미들 눈물이다  국민들 바보 아니다",중립,기타,에러: APIStatusError
😊,중립,기타,에러: APIStatusError
😂🎉😊,중립,기타,에러: APIStatusError
야  수익실현했어?ㅋㅋㅋㅋㅋㅋ뭔  돈을 벌었다는거야?,중립,기타,에러: APIStatusError
근대 내 주머니에  들어오는건 없냐?,중립,기타,에러: APIStatusError
"국민연금으로 ㅇㅇ
내손에 들어와야
벌은거지. 부가가치
로 액수만 올린 건데 그걸 번거라고
에휴 지금이라도 팔아서 현찰을 손에
쥐어야 번거지
국민연금으로 강제로 끌어올린 주가를 갖고
돈을 번거라고?
에휴 말같은 소리를
해야지.  국민들을
도박판에 끌어드린
정부 기가 막힌 다",중립,기타,에러: APIStatusError
❤,중립,기타,에러: APIStatusError
수익난거야.우리나라부자됐다.모르나봐세상돌아가는것빨리빨리인식하라.답답이들.좋아요,중립,기타,에러: APIStatusError
🎉❤,중립,기타,에러: APIStatusError
무슨 개소린지  뻥을쳐도 진짜,중립,기타,에러: APIStatusError
투기로 번돈은 언제 날아갈지 모릅니다,중립,기타,에러: APIStatusError
영상 좋아요,중립,기타,에러: APIStatusError
국민연금아 35년 가입했는데 노령연금 월150이다 돈 많이 벌었으면 연금 좀 올려주라 86년 첫가입시 김대중씨가 퇴직시 월급의 70%보장했는데 개뿔 20%나 될려나...연금 올려줄거 아니면 돈마니 벌었다고 자랑질하지마라,중립,기타,에러: APIStatusError
"미친넘 아 팔아야 버는거지?
국민연금 녹아난다.
관련자들 굴비역듯히 모조리잡아 감방가야지~~",중립,기타,에러: APIStatusError
개미돈줍줍,중립,기타,에러: APIStatusError
파이팅,중립,기타,에러: APIStatusError
파이팅!,중립,기타,에러: APIStatusError
연금   주식으로 주나요 ㅋ,중립,기타,에러: APIStatusError
"지금당장팔아야 연금이 얼마벌었는지, 계산되지만,  언제얼마 떨어질지,  이득올리고자하면,  50%이상팔아야 하는데,  팔면 더 떨어진다,  언제 국제관계변수가 올지 예측못한다,  지금몰빵했잔아,  한반도가, 주위강대국사이에 언제 어떻게 될지,, 조심해야한다,  이정부가 외교고립상태가 증가, 아무도 안도와준다, 위험,,,,,,존재,,,,,어떻게",중립,기타,에러: APIStatusError
나받을때쯤이면 투기로 다 날아 갔다고 할수도 있는거네 ....생산성에  투자를해라,중립,기타,에러: APIStatusError
이사장님 기금 운용 하는 분들 인력 유출 막기 위해서 성과금좀 팍팍 주세요,중립,기타,에러: APIStatusError
"돈을 벌었다?흥?  팔아야
번거지 유지하고  있는데
번거다? 주가를 바쳐주니
외국인은 고맙게 팔고가
지 이양반 정신없는 소리
하고 계시네? 다시 말하지
만 팔아야 수익이지?
거짓말만 늘어 놓으시네
요? 국민들을 바보로 알고
계시내요? 무조건 팔아서
수익실현 하세요?",중립,기타,에러: APIStatusError
투자,중립,기타,에러: APIStatusError
"지금당장팔아야 연금이 얼마벌었는지, 계산되지만,  언제얼마 떨어질지,  이득올리고자하면,  50%이상팔아야 하는데,  팔면 더 떨어진다,  언제 국제관계변수가 올지 예측못한다,  지금몰빵했잔아,  한반도가, 주위강대국사이에 언제 어떻게 될지,, 조심해야한다,  이정부가 외교고립상태가 증가, 아무도 안도와준다, 위험,,,,,,존재,,,,,어떻게  개미들은 무조건 삼전 하이닉스  팔고  기단리던지, 주식에서 빠져나와  즐기고있으면된다,",중립,기타,에러: APIStatusError
빨리현금화해서 머스크 회사투자해 외국인들 나가는거 보면 모르냐 ㅡㅡ,중립,기타,에러: APIStatusError
국민연금 때문에 노후가 든든하네요,중립,기타,에러: APIStatusError
14%-> 30% 550조 국내주식비중인데 어떻게 빠져나올건데... 포퓰리즘에 놀아나는 바보 국민들,중립,기타,에러: APIStatusError
5년 뒤에도 과연 지금 가치를 유지한다면 인정해 줄 게...,중립,기타,에러: APIStatusError
국민연금은 개인돈인데 강도네 주식하면 .미친개새끼네.,중립,기타,에러: APIStatusError
"국민연금으로 어떤미친놈이
주식투자하노.
그것은 도박이랑 똑같다 사이코놈이네.책임은누가지노
나락되면. 개또라이짓거리.",중립,기타,에러: APIStatusError
팔아야 수익이지..어떻게 팔건데..시장에 내놓는 순간 주가하락으로 개미주주들  망가질텐데..번게 번거 아닐거다.,중립,기타,에러: APIStatusError
👍👍👍👍👍👍,중립,기타,에러: APIStatusError
수익순 넘버원,중립,기타,에러: APIStatusError
"외국인이 내다 판 자리를 내국인이 다 받아 내어 추가 상승분은 대한민국 투자자들이 고스란히 돈을 번다는 생각이 지배적입니다. 올 들어서 외국인 100조 매도, 그걸 다 받아 준 내국인 수식은 최소 2~3백조는 될 것입니다. 반도체 가격이 계속 오르면 외국인은 분명 더 높은 값에 다시 들어올 것입니다.  그러는 과정에서 내국인 역시 적당한 시기에 사고 팝니다. 시간이 흐를수록 대한민국 삼전 투자자 600만 명의 지갑이 두둑해 집니다. 이 상태로 2~5년 정도 유지되면 대한민국 내수 경제 호황은 불 보듯 훤합니다. 대한민국에 삼전, 하이닉스가 있어 행복합니다.",중립,기타,에러: APIStatusError
"국민연금공단이 주식을 매각을 해야 수익이 현실화 될텐데, 만약 주식을 매각하게 되면 개미들 개박살 난다......ㅜㅜㅜㅜㅜ 국내주식보유도 30%로 늘려서 지수를 유지하려는 정부기조에 따라 무리하게 가고 있다.",중립,기타,에러: APIStatusError
"국민연금 절대액수가 너무 적어요
평균급여액의 50-60%는 되어야합니다.",중립,기타,에러: APIStatusError
부실기업살려주기 투자는 절대엄금,중립,기타,에러: APIStatusError
"국민연금 기금운용 심각합니다
이것보고 말 나오냐

https://youtu.be/pkVq_ATN3zU?si=mFv2A8oW8WBvULyF",중립,기타,에러: APIStatusError
"국민연금기금 직원 성과금 놀고 자빠졌네
직원들 방만한 운영 비리감사부터 하시오",중립,기타,에러: APIStatusError
"14프로만 팔아야한다고 하던데
계속 삼전닉스 매수 하고있다고 있다보니 
외국인들 다 팔고 간다
원래 취지 진작에 팔아야 했고,
환율 방어도 안되고 환율 오르고
이제 부메랑으로 돌아온다.
정신차려라...",중립,기타,에러: APIStatusError
"벌기는 팔아야 벌지
평가액으로 벌었다고 하냐
지금 비정상이다",중립,기타,에러: APIStatusError
지자랑 하느라 정신없네,중립,기타,에러: APIStatusError
60세납입후 그담달부터 연금주자.,중립,기타,에러: APIStatusError
"주식을 팔지 않았는데 무슨 돈을 벌었나 펑가액이지?
폭락하면 어떻게 되나?",중립,기타,에러: APIStatusError
"도박 판에서 중간 계산  백번 한들  의미없다   호주머니 돈이 내 돈이지
 주식에 번 돈는 빼지 않으면 투자금 으로만 남는다  이해 안되면 할수없고  
국민연금은 내가 낸 돈 받는구조가 아니고 젊은 세대들이 낸 연금 내가 받는 구조다 
 그래서 인구가 작을수록 연금이 위험하다는   것이다 유럽은 30--40%  세금을 뗀다
 우리는 10% 세금 공제다  유럽 어떠고 말 하면  대답 하기싫다",중립,기타,에러: APIStatusError
개미 돈 빨아 먹은거네,중립,기타,에러: APIStatusError
"그걸 팔아야 수익이지  ㅡㅡ 고점 찍으면 또 내려오는게 주식인데 ,, 억지로 끌어 올린 주식 ,, 외국인만 팔아서 챙겨 떠나는  국부 유출 ,,",중립,기타,에러: APIStatusError
그전정권이나 그전정권은 어떻게든 국민연금빼먹을라고 했었는데부실한대를 국민연금으로메꾸자는 개소리시전할때가 엊그제같은데 사람담당자바뀌니 정권도 밀어주니 엄청난수익으로바뀌네,중립,기타,에러: APIStatusError
이재명이 잘살렸네 국민연금이제까지 기관받이만해왔잖어 솔직히 국민연금 기관돈벌어주는 박이만하다가 그리고 주변대기업이나 윤서결도 국민연금노리고있었는데 정권바뀌니 엄청난수익울내버리네 이건진짜 우리젊은사람들에게도 좋은일이지 수익을내야 미래가보장돼겠지 😮,중립,기타,에러: APIStatusError
"이두로 치하의 공적 기관에 있는 놈들 말을 액면 그대로 
받아 들여선 절대 안 된다 
국민 연금이 231 조 벌어 들였다는 말은 샛빨간 거짓말 
거꾸로 그 만큼 큰 손실을 봤다는 말로 받아 들여지는 건 왜 일까 ??",중립,기타,에러: APIStatusError
국민연금 나가리 지,중립,기타,에러: APIStatusError
웃기는 이야기를 하고 있네 이재명의 리모컨 아닌가,중립,기타,에러: APIStatusError
주식은 팔아야 돈이지..팔지도 못하는주식..팔면 한국주식 폭망...,중립,기타,에러: APIStatusError
주식을 매도해야 수익 올린 것 아닌가? 이사장이 할 소리는 아닌 것 같은데?,중립,기타,에러: APIStatusError
오늘 하루에  얼마 날렸냐?,중립,기타,에러: APIStatusError
장난 치지 말아 팔아야 남는거지,중립,기타,에러: APIStatusError
정말 미래에 국민연금이 안전 할까요? 30년간의 근간을 흔들고 있는 이사장님 저는 전혀 안전해 보이지 않습니다.  박종훈의 지식한방의 영상참조합니다.  https://youtu.be/pkVq_ATN3zU?si=kq37Uhppk4XoubsE,중립,기타,에러: APIStatusError
"개무식하면~용감하구먼~평가액이지 환수액이냐~노름이
진행중인걸 왜? 말않하나?",중립,기타,에러: APIStatusError
기름은 당연하고 김치 한 조각도 수입해다가 먹는 나라에서 xx원 말고 xx달러 로 이야기하는 습관을 좀 들여주세요..눈속임 하려들지말고,중립,기타,에러: APIStatusError
이번에 많이 하락 했겠네요,중립,기타,에러: APIStatusError
"국민연금 본인이 내돈 그만큼 받는 구조가 아닌데  
이걸 설명하는 놈이 없네 70세이상 까지 돈을 내자는 소문도 있음 미 쳤 다",중립,기타,에러: APIStatusError
외인들이 모두 빠져나가면 누가 물어  네냐,중립,기타,에러: APIStatusError
근데 돈은 벌었는데 왜 늦춰지죠?,중립,기타,에러: APIStatusError
"팔았냐?
팔아야 내돈이지, 니들이 파는 순간부터 폭락 할텐데 참 궁굼하다  어떻게 팔지.",중립,기타,에러: APIStatusError
현금화 하고 자랑하세요..,중립,기타,에러: APIStatusError
빈예서  너무사랑합니다,중립,기타,에러: APIStatusError
유익한정보감사합니다,중립,기타,에러: APIStatusError
무엇을해야하나요,중립,기타,에러: APIStatusError
살아보니 국민연금 만큼 중요한게 없습니다.,중립,기타,에러: APIStatusError
"18% 수익률 ? 231조원? 그것은 미실현 이익이다. 팔고 나서 현금을 손에 쥐어야 이익인데, 이익 실현 한다고 삼전닉스 수백조원 팔면, 주가를 어떻게 감당할 것인가?",중립,기타,에러: APIStatusError
"전세계 주식시장이 역사상 최고점을 돌파해줘서 어부지리로 평가수익난걸 가지고  자화자찬하는건 자중해야.
하락장 제대로 맞았을때가 진정한 능력이 필요한거지요",중립,기타,에러: APIStatusError
현금화 가능하겠냐?,중립,기타,에러: APIStatusError
지들끼리 사고 파는데 돈 벌겠지.,중립,기타,에러: APIStatusError
믿에돌 빼다 놀음이라니 외국자본 빠진지금 주식곤두박질 친것은 망햇다는것,중립,기타,에러: APIStatusError
주가조작 세력이 국가라니  참 기막히는군.,중립,기타,에러: APIStatusError
